,User,Date,Review
1068,premrajbehera9645,1 year ago,Legendary Actor Kamal Sir.....No word what typing only Heartly Respect ........
1069,alinfemi,3 months ago,Legends After Leo Promo
1070,user-pf8gu9ib6i,6 months ago,"I don't know why our Loki 
didn't show the face of Suriya in the trailer"
1071,SaranLifestyle,1 year ago,Uff  DOPE TRAILER 
1072,Suriya_offl,6 months ago,Rolex vs dilli waiitng
1073,akash5687,7 months ago,After varisu trailer came here for t67
1074,thanjaicholatv,1 year ago,0:10 It's SURIYA
1075,goodstunner,2 months ago,Best
1076,RaviRavi-nd4oz,7 months ago,Vikram industry hit movie
1077,SangeesCorner,1 year ago,Fahadh+Vijay Sethupathi 
1078,prabudeva3254,1 month ago (edited),Watching after Leo First look (After Two Beer)
1079,Garvhai,4 months ago,Mast
1080,InbasTrack,1 year ago,3 Nadippu Arakkans.. Big Sampavam loading.. 
1081,parthsays_,6 months ago,Thalapathy 67 
1082,godzilla8848,6 months ago,Who are all coming after watching Leo after com
1083,mrnewcity_,1 year ago,Ulaganayagan + Surya + Vijay sethupathi + Fahad Fasil + Naren + Jafer sathick + Arjun doss + Anirudh Blockbuster
1084,prasannabeedn2078,6 months ago,0:02 #Leo 
1085,Karubearisu,3 months ago,Leo trailer kaga Wait pannravanga Ethana Per irukkinga Guys
1086,VijayMakkalIyyakam,1 year ago,Vera level Come back Kamalhaasan Sir 
1087,ajayajaykumar834,5 months ago,Wait 2 ...logesh anna
1088,nakshtraruhela7263,8 months ago,Coming here after watching movie!
1089,yaswanthsachu9611,1 year ago,0:47 FAFA 
1090,whatsupstatus1197,6 months ago, LEO ..  on theway
1091,neeladinesh1996,6 months ago,After Thalapathy Vijay Title Video Leo 
1092,sparrowboss3481,1 year ago,செம்ம சம்பவம் இருக்கு கமல் சார் ️️️️ The only one best Acter in cinema .  June 3d world fulla Vikram summa தெறிக்க போகுது . மரண மாஸ் ஹிட் விக்ரம் movie . Arambikalama 
1093,vivek5204,2 weeks ago,Fafa
1094,rrwithrealityrr,6 months ago,Loki sambavam
1095,gowsikvasan2919,1 year ago,கமலஹாசன் is back mass படம் irukku 
1096,harrishvarman,7 months ago,
1097,anandm.a9325,2 months ago,Any surya fans
1098,CheranAcademy,1 year ago,ATTAYA SAATHITU THEATER VAANGA DA SAMBAVAM IRUKKU 
1099,swagathvprakash9072,6 months ago,LCU gonna Strike the Theatres hard on Diwali 
1100,mr.balaji6030,3 months ago,Once Upon A Time There Lived A Ghost
1101,3jautoexpert,1 year ago (edited),"அந்த voice,  தத் பாத்துக்கலாம் ️"
1102,nikkybartender3127,5 months ago,Machi ! Loki all the very best daa
1103,dheerajsurendran7731,1 month ago,Repat Value >>>>>> 
1104,johnnysins9572,1 year ago,தளபதி ரசிகர்கள்சார்பாக ️vikram படம் வெற்றிபெற வாழ்த்துக்கள் ️️
1105,kapeedramuk,6 months ago,Kamal sir looks like experienced.lion...
1106,vishweswaranp3115,2 months ago (edited),"Pov : EVS exam 0:01
Me and my friends in EVS exam paper"
1107,anandv.r9483,1 year ago,"Fafa + chemban vinod jose+narine together with Makkal selvan and 
ULAGANAYAKAN
Guaranteed."
1108,rambo32932,3 weeks ago,Loki sambavam 
1109,solemanmian7855,2 months ago,Nice  .
1110,bhavithoffical2894,1 year ago,Tollywood fans are die hard fans to kamal hassan
1111,sachinsc739,1 month ago,No one can beat vikram mass ka baap vikram 
1112,gokulkannamani,8 months ago,Super
1113,Charchawithbhurani,1 year ago,"Vijay Sethpathi looks So Fit in trailer  
Looks like he lost some weight"
1114,tn25statusw59,6 months ago,Ulaganayagan 
1115,leonelson1672,1 month ago,"Anyone found out Surua in this trailer before film release? 
But he is there 
Loki u beauty"
1116,vimalrajece,1 year ago,படம் பாத்ததுக்கு அப்புறமும் vibe la  trailer பாக்கவந்தது யாரெல்லாம்...
1117,thangadurai1136,6 months ago,LEO 
1118,jodsaba5706,2 weeks ago,2:29 suriya anna voice maari iruku
1119,doraemonfanclub3585,1 year ago,Surya ku enna role nu theriyala so exciting
1120,sakthichan3191,3 months ago,LCU 
1121,Arjun-ft2wm,6 months ago,After #LEO-Bloody Sweet
1122,saikumarnaidu580,1 year ago,ట్రైలర్ చూస్తుంటే ఫుల్ జోష్ వస్తోంది వెయిటింగ్ 
1123,midhunmurali514,12 days ago,kaithi trailer watch now
1124,Uwatching_,6 months ago,ROLEX SIR 
1125,davidkumar6925,1 year ago,Vera  leval thalaivaa
1126,irshadirshu6522,4 months ago,Logesh
1127,jeevamurugan4142,6 months ago,Waiting for Thalapathy 67 like this
1128,naveenrajdev,1 year ago (edited),1:39 Sathya Movie 
1129,instagramstar24,7 months ago,Makkal selvan 
1130,s.dhanabalbe3124,1 month ago,23.06.2023 pakkuran ennum goosebumps than eruku...
1131,swaminathansuresh2597,1 year ago,1986 Vikram படம் paartha  ரசிகர் சார்பாக படம் வெற்றி பெறவாழ்த்துக்கள்.
1132,milindvaidya433,1 month ago,Vikram  2 and Kaithi 2 in 3D Release
1133,ajcontent_,2 months ago,Leo trailer eppada varum 
1134,SuHashan401,1 year ago,"Kamalhasan the brand of Indian cinema..
ஆண்டவரே உம்மை தவிர 
ஆழ்வார் யாரிங்கே இத்திரையை"
1135,NaveenNaveen-og1cu,1 month ago,
1136,mohitmishra4524,8 months ago,I loved कमल हसन सर
1137,jackkandan9770,1 year ago,Thalapathy fans waiting for ulaga Nayagan nadippin legend kamal sir in vikram
1138,SimplyGuhan,1 month ago,Yarelam leo song pathutu etha pakuriga
1139,mreditor59,6 months ago,1:03 Pablo Escobar's dialogue 
1140,Mechnix,1 year ago,Hollywood level movie !!  வெற்றிக்கு வாழ்த்துக்கள்
1141,thalapathyvijayannaaddict3646,4 months ago,Leo trailer waiting
1142,Rajapandiyan275,6 months ago,Rolex sir entry 
1143,ChayanOfficial,1 year ago,Waiting 
1144,punitha.r3784,2 weeks ago,After jailer trailer I watched again this vikram trailer
1145,sharpsharp1665,5 months ago,Super
1146,TeamHrithikRoshan,1 year ago,Kamal Hassan sir 
1147,NITHISh-EDITZ,6 months ago,After leo 
1148,sakthi069,7 months ago,Vijay fans here ?
1149,mstamiltoday7059,1 year ago,Vera level ️
1150,thangadurai1136,6 months ago,
1151,Innocent.paiyyan,6 months ago,Leo promo 
1152,bollywoodcrazies,1 year ago,Ise Pagalpan Nahi kahte hai to fir kise kahte hai...My God No Words To describe these amazing talents
1153,saravanan.m3406,6 months ago, Thalapathy 67 LEO 
1154,user-gv4xn2gd4v,5 months ago,My thalivan matom tha win iku reason Loki 
1155,ourdreamfactory5044,1 year ago,Fafa ishtam️️️️
1156,sesha2744,4 months ago,Veri erunthu last 30 seconds
1157,vijaysampath265,5 months ago,Rolex movie எப்போது லோகேஷ் அண்ணா திரைக்கு வரும்
1158,malludubbedchannel,1 year ago,Im waiting surya fahad mass
1159,vijayraman8601,4 months ago,Just noticed that Rolex actually came in the trailer.
1160,nasrullak3309,6 months ago,Thalapathy 67 craze social media crash 
1161,GamingDrive,1 year ago,Tha Paathukalam 
1162,vishnuv918,1 month ago,"Singam - surya
Puli - vijay
Sirutai - Karthik"
1163,biofusionlifesciences3631,7 months ago,"இது ஒரு நல்ல படம், சூப்பர்ஹிட் மற்றும் பிளாக்பஸ்டர்"
1164,CrazycoupleVlogs,1 year ago,Ambooooith pwolikum
1165,sriram.k8929,3 months ago,1:28 rolex in trailer 
1166,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya
1167,rahuljuzzalpino,1 year ago,sambavam irukk 
1168,toptamilan7971,7 months ago,யாரெல்லாம் thalapathy 67  ku wait panriga 
1169,NOBITA-pt8on,6 months ago,LEO  on the way to join LCU 
1170,livegaming313,1 year ago,Love you sir ️️
1171,vishnuprasad3720,6 months ago,a Movie in which gun is the actress
1172,ondway2656,10 days ago,#2023 still amazing
1173,mankadakkaran,1 year ago,Mollywood x Kollywood!..
1174,lokeshpraveen3344,8 months ago,Rolex 
1175,hemachandranm9805,9 days ago,jailer trailer ku apram Inga vanthavanga oru attendance podunga bha 
1176,bhub36,1 year ago,1:05 scene
1177,Lakshanyashankar_02,6 months ago,"At 0:05 he said 
Singam -suriya
Puli -vijay
Siruthai - Karthi
Then who is maan?"
1178,sainulsenu,6 months ago,Suriya ️
1179,ajayrouge7081,1 year ago,Suriya verithanam
1180,cdkdine,6 months ago,Now the game starts with #LEO
1181,MasssSurya,11 days ago,Suriya Fans likes Here 
1182,pirainilavan,1 year ago (edited),2:01 that's why he is called ulaganaayagan
1183,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya  
1184,sathishsuryaism8540,8 days ago,𝚁 𝚘 𝚕 𝚎 x
1185,SecretAgentX,1 year ago (edited),Paathukalam 
1186,sa3633,7 months ago (edited),"I am not from tamilnadu or ya karnataka. I like kGF2 film more than vikram. Only bcz cast of both film. In vikram film almost 95% of actors are well experienced. Kamal, sir, everyone knows he is the king ofthe Tamill film industry.  And  soorya vijaya fahad.   But kgf 95% actors are new. No experience.  So we should appreciate prashanth neel for make a masterpiece film with non experienced actor. About the story. Both stories are masterpiece  and acting also... waiting for vikram2 part.
Dont see it language and state viwe. See it from acting and making of film. Then you will get my point."
1187,r.kminati7993,8 months ago,
1188,makeshthillaimoorthy4008,1 month ago,After leo??
1189,KarthikKarthik-px5cx,6 months ago,Leo on fire
1190,nithyanithya1880,6 months ago,Anybody after Leo teaser
1191,kittuboy1605,8 months ago,Waiting for #thunivu 
1192,user-yu3il9vs6f,2 months ago,Rolex️
1193,RaviKumar-nt4mg,6 months ago,ithula vara  first dialogue singam (Leo) thalapathy 67
1194,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya  
1195,shenazbegum2912,2 weeks ago,Who's waiting for leo
1196,thirutukoothithirudan2506,7 months ago,இந்த வருஷத்துல நா பாத்த ஒரே நல்ல படம் தரமான படம்
1197,srmkarthik1295,12 days ago,Waiting for LEO
1198,alonekingofficial9023,6 months ago,Leo  Coming
1199,afsarkhan-cb8eg,1 month ago,Vera level Rolex entry Vera lavel verithanam nadipen nahiyan Suriya Rolex sir
1200,mad07movies,2 months ago,Rolex was always there in the trailer.
1201,jacproduction2023,6 months ago,0:05 Singam
1202,akshatsinha2670,1 month ago,Any body after Leo song
1203,error...edits..7721,3 months ago,1.28 second .. ROLEX.. Entry
1204,oppappy3336,4 months ago,LEO VS Rolex...............
1205,user-qm7ud8fi1j,6 months ago,Leo title teaser after
1206,thushar4325,6 months ago,Who's after leo promo
1207,sekarvelu4491,7 months ago,Inime lokesh kanagaraj aatam verithanama irukum
1208,yadhu5496,6 months ago,Leo
1209,glmahi1876,3 months ago,Whos here after leo !!?
1210,sivachandiran2327,6 months ago,Kattula antha singam thalapathy tha notice thalapathy 67 tittle reveal proma who are noticed
1211,kanguvan7330,7 months ago,
1212,moviecosterchannel,6 months ago,THALAPATHY 67
1213,crazyriderfz8113,6 months ago,Expect overload in before t67
1214,axnvikram4619,1 month ago,Leo
1215,Ramana945,3 months ago,"LCU fans like now
"
1216,kalaivanikalai9602,6 months ago,After see Leo  promo
1217,angureshu2076,7 months ago (edited),எம்கேடிக்கு தாத்தா இருக்காருள்ள அவர் படம் மாதிரி செம சூப்பரா  இருக்கு
1218,Leoxeditz905,7 months ago,
1219,mohanakrishnanvijayakumar5546,7 months ago,"Jan 1 2023, Came here again "
1220,aromalvr6457,3 months ago,VIJAY SETHUPATHI FANS
1221,vishnu3995,6 months ago (edited),0:05 singam - Thalapathy 67 LEO 
1222,vardhan5491,5 months ago,At 2:10 of this video why lokesh kangaraj flying while Kamal sir shooting the machine gun
1223,risingstarsingaming698,6 months ago,"LCU
Dilli>Vikram>Rolex>Leo>Sandhanam"
1224,koushikvlogs00,8 months ago,Love from kolkata
1225,ThamanRasigan24,6 months ago,படம் பாத்தக்கப்பறம் யாரு இந்த Trailer பாக்குறீங்க?
1226,shinchan_comedy_for_tamil,5 months ago,#leo 
1227,sanc7897,6 months ago,Thalapathy 67
1228,user-bx8cl6kx7c,6 months ago,
1229,SuryaprakashV12,8 months ago,Rolex Sir 
1230,babygamer7073,6 months ago,Anyone after LEO-BLOODY SWEET T67 PROMO?
1231,babygamer7073,6 months ago,Anyone after LEO-BLOODY SWEET T67 PROMO?
1232,Ab-tk5ml,6 months ago,After leo️️
1233,crazyboi9858,4 months ago,After Leo like here
1234,hades6245,6 months ago,Fascinating  Kamal Hassan age 68 amazing
1235,bhramithk4015,6 months ago,1.35M Likes
1236,satyamebajayate,3 months ago,Evil people and terrorists r worst threat for human being.
1237,s.sarath7757,1 month ago,Leo 
1238,AdithyanCm_,3 months ago,"1:28 #Rolex 

Anyone Watching In 2023 ?"
1239,chiljust4516,7 months ago,This makes me optimistic about how well I would do as a chef. The
1240,masterking9446,2 months ago,Leo  the lion
1241,Madhankumar-bd4dy,6 months ago,Kamal connect diolouge ( lion )=Leo 
1242,daranff1323,7 months ago,Did anyone notice that rolex is there in rolex?
1243,kinosan2470,6 months ago,Leo 
1244,random-jn8ec,3 months ago,"Leo promo views
Vikram trailer views and that is saying something"
1245,GvMadan,6 months ago,யாராச்சும் 2023 ல trailer paakuringa லா.... 
1246,seasaw8434,2 months ago,Breaking bad - yes sir/ no sir
1247,prasanthhardik3330,6 months ago,After Lio 
1248,mamsd3980,6 months ago,"Anyone watched Leo promo and came here ️
Thalapathy fans like"
1249,surya2210,6 months ago,Yarru la leo movie ku wait panriga
1250,tamilangaming2608,4 months ago,who all are after leo 
1251,valantine9322,6 months ago,Vikaram title < Leo title note my comment ️
1252,Sathees-vx2de,1 month ago,LEO 
1253,ThinLineMedia,6 months ago,The trailer looks like a bunch of random shots from different movies
1254,TheLegend-wf4hw,1 month ago,"0:02 Kamal giving hint for 
Singham Surya
Puli Vijay
Siruthai Karthi"
1255,dwarakeshshekar4658,7 months ago,Surya already shown in trailer
1256,studyme5448,5 months ago,The BGM
1257,adithyakmanoj7571,3 weeks ago,Rolex 
1258,ashv640,6 months ago,The best movie is vikram
1259,tgsstudio,5 months ago,What about the seqeul? will it be or not?
1260,samdurai7924,4 days ago,Ellarum jailera kondaduranga ana namakhu Otha epovum vikram taan 
1261,christyjames2984,6 months ago,Lcu 
1262,vishnunk5320,7 months ago,LCU
1263,hiflur511,5 months ago,Who are here after LEO Bloody Sweet promo likes here
1264,jodsaba5706,2 weeks ago,1:27 suriya anna mass
1265,AdithyanCm_,2 months ago,1:28 #Rolex 
1266,jayaseelanmurugan3683,2 weeks ago,Rolex surya Anna fans 
1267,santhoshsandy9940,7 months ago (edited),Who is watching  trailer in 2023 ???
1268,rahul._94,6 months ago,Leo
1269,sankargayu,5 months ago,Rolex leo vikram Amar etc combo mass
1270,ABD-vh8wd,2 weeks ago,Pathu pathu sethukurukaru lokesh  thaa fan boy sambhavam
1271,vellaipandi2287,4 months ago,Who after leo promo
1272,shobithraj,1 month ago,"Singam,Puli,Siruthai means Surya,Vijay,Karthi"
1273,tnchorsesports,1 month ago,"Im watching this trailer again on june 30, 2023"
1274,thalafan379,5 months ago,Loki na fans️️
1275,pajeetsingh,2 months ago,"North Indiab movies: Idolize drugs
South Indian movies: Vikram
All the <5 ratings are from people with their hands on dirty drug industry."
1276,user-ym6dq5wp6u,6 months ago,#leo may i come in 
1277,christychristopher5961,7 months ago,still watching in 2023.. jan 4th
1278,SakthiVel-dr9jd,6 months ago,Thalapathy 67
1279,user-uo7vp4qk6b,13 days ago,
1280,Panbloxian,5 months ago,whos here after leo promo
1281,user-lx4ng1zt9k,1 day ago,Anybody here after watching JAILER movie??
1282,ravibabu233,1 month ago,Not even 1 character which is not strong in this movie....
1283,playzoneediting863,6 months ago,Rolex
1284,crosswalker45,4 months ago,Waiting for leo
1285,rp.muthukumar354,1 month ago,How many after Leo alter ego Naa ready
1286,mahivijay8469,2 weeks ago,Any one after jailer trailer...
1287,muhammadhaikalluqmanbinsam4277,6 months ago,Thalapathy 67
1288,akashrajakash5999,7 months ago,intha trailer na marupadi marupadi pakura ana intha padatha sethukirukanga
1289,mohammedmohammed-in5pm,9 hours ago,யாரெல்லாம் #ஜெயிலர் மாபெரும் வெற்றியடைந்த பின் இங்க வந்து பாக்குறீங்க?️️
1290,Editor7338,2 weeks ago,1:28 ROLEX Neenga atha paatheengala
1291,santhoshm6658,7 months ago,Thalapahi... 67
1292,Arunkumar-gi9eq,2 months ago,Gomaala senju vitten #lokesk
1293,aslaminvilayaatu4449,6 months ago,LEO 
1294,fayasm976,5 months ago,Please don't ever kill rolexxxxx. It's good for you. Rolexxx should kill Rockie bhai in the next film...
1295,mrtnoobs5180,5 months ago (edited),Last night vikram movie again pathaen athula na oru matter note pannathu Rolex kaluthula knjm scratches irukku athukku yaar reason
1296,hiflur511,5 months ago,LEO has a higher hype than Vikram
1297,titanofficial926,1 month ago,After watching leo first single
1298,danishwaran4504,7 months ago,#Thunivu
1299,iamtrader5218,6 months ago,"0.11 RED GAINT LOG ""VETTAIKK POKUM"" DAILOG-  *ROLEX * SIR ""LIFE TIME SEETLE MENT "" SCENE THERE."
1300,theethalapathi143,7 months ago,Vera Mari
1301,ranjieditz6942,2 months ago,After watching leo title promo
1302,amalnadh1213,7 months ago,ഇത് ഞാൻ തന്നെ 
1303,carboncrafter5857,11 days ago,Just Rolex
1304,aromalvr6457,6 months ago,T67 ️
1305,pasindulakshitha1088,8 months ago,"Sould i have to watch old vikram movie
Is that film about pilot black squad?"
1306,RajKamal-ru8rx,13 days ago,"யாரெல்லாம் படம் பாத்துட்டு trailer பாக்க வந்தீங்க ..,!"
1307,peaceful865,6 months ago (edited),"My choice of movies is different. I watched 5 mins in tv and it catched by heart and brain. Cudnt watch th ending in tv and here i am searching alot in youtube nt getting this movie.  Aieyoo youtube u should make some regulations to give right name of th exact video otherwise fined.
Where should  and how much i have to search this movie now?????
....or have to wait for th 2nd time it wll b on tv. "
1308,sakthiuma3506,7 months ago,"nazyagam meendum vaaran 
"
1309,nithins1998,6 months ago (edited),Who is after watching LEO promo video
1310,karthikuk09,1 month ago,WHO IS WATCHING THIS NOW
1311,nhk2008,6 months ago,Who is here after Leo 
1312,jjkkkkm,7 months ago,Who All Watching In 2023 
1313,jesuraj0117,4 days ago,Any one after naa ready song
1314,milindvaidya433,3 months ago,LCU cast Giancarlo Esposit (antagonist)as big international drags mafia  meeting with Rolex with cameo and Nawaz bhai also
1315,svasimkhan8714,6 months ago,L E O
1316,mohammedshiraf8927,6 months ago,Thalapathy 67
1317,VICKY-ju8yx,7 months ago,Enyone 2023 here and again and again watched it...
1318,tamilinfotainer9569,6 months ago,After thalapathi 67 poojai video
1319,risingstarsingaming698,8 months ago (edited),"Loki Cinematic Universe
Code RED️
️KAITHI
️VIKRAM
️Waiting??"
1320,karikalan7941,2 months ago,Eppom nanum varuvrn chinimavuku kantipa varuvrn
1321,Baskar44,7 months ago,2023 la Pakuravanga  Like Panunga
1322,BalaMurugan-so6gp,7 months ago,துணிவு  பொங்கல் 
1323,thiyaguram8695,4 hours ago (edited),Jailer pathutu yar ellam Leo kaga inga vanthinga
1324,jr33zy57,1 month ago,does anyone else still not understand why he screamed Vikram in the end?
1325,hansndjnennemd179,6 months ago,After leo 
1326,kunalsharmakunalsharma8634,1 month ago,0:9 and 1:27 sacchi btana ki vikram release hone se pahele is trailer me rolex bhi thaa
1327,thedeadracer3570,6 months ago,Leo is on the way ️ t 67
1328,shefeeknazar7946,2 months ago,May31. Wednesday. Saudi. 12.28am
1329,mr.perfectone8980,11 days ago,Anthony das
1330,applepravin4008,8 months ago,K. H (Ulaga Nayagan) Aatam Aarambam...
1331,chanbashabasha8271,7 months ago,#THUNIVU
1332,mhdnzm1,6 months ago,After Leo title teaser
1333,MsvmasterMohanni,6 months ago,Leo comming 
1334,ellamenammatha7089,13 days ago,Amar fan any one 
1335,ronitgupta3401,6 months ago,Rolex 
1336,ganeshmoorthy837,6 months ago,Yarulam t67 lcu la varum nu ninikinga
1337,iyyappanm7072,6 months ago,After #Leo Promo..
1338,user-dc3wh8wz9z,6 months ago,T67
1339,krishjohnsonpandian.c6991,1 month ago,Leo is coming...
1340,chinnumalli8702,3 months ago,1:28 rolex is there
1341,crpmedia434,6 months ago,Kadunu onnu iruntha singam - Lio
1342,fayaz_deen,6 months ago,Vikram × leo
1343,THEBEAST07,6 months ago,Leo ️ 
1344,kljjjlz2407,7 months ago,Thunivu ️
1345,adarshanand1554,6 months ago,Thalapathy 67
1346,krtos6444,6 months ago,2:12
1347,Ravishankar-uo2cx,6 months ago,After #leo promo️
1348,saranyasenthilvelan2067,5 months ago,"leo leo 
"
1349,vijayrnc9352,7 months ago,Waiting for thalapathy 67
1350,suryaprakash10085,3 months ago,Am late but Otha ethu pakka fanboy sambovam da
1351,sakashkumar241,6 months ago,Thunivu...
1352,Stuff_782,6 months ago,Today 6':07 T67 update 
1353,abishekabishek2793,1 month ago,Leo 
1354,alonegamer4531,6 months ago,Leo lion is thalapathi 
1355,hasinivibes3876,1 month ago,LCU LEO BE READYYYYY
1356,srdhistory690,6 months ago,Yarulam Leo title vantha peraku . Leo na yarunu mension pantranganu video pakka vanthavangalukku vanakkam
1357,anish_mc,6 months ago,Thunivu 
1358,ThiviyaKumaran,5 months ago,Lion Thalapathy  'LCU'
1359,ajmeern3271,5 months ago,Expand Intha movie release aaguthu bro
1360,amuthaamutha1912,7 months ago,Thunivu pongal
1361,sharukhan2514,2 weeks ago,Eagle 
1362,riyaskhan1141,7 months ago,After வாரிசு...
1363,spandanbhattarai2920,5 months ago,"Once upon a time,
there lived a ghost"
1364,progamingtamil5959,4 days ago,1:28 Rolex 
1365,MathavanMathavan-ed5wl,4 days ago,Jailer 
1366,rarulvenkadan902,9 days ago,
1367,avas6297,6 months ago,26/1/2023 ️
1368,baskaranbass187,2 weeks ago,Who watch after jailer trailer
1369,malavikachandruchandrumala6601,5 months ago (edited),0:09 who is the leopard 
1370,vishnuif1498,6 months ago,LEO 
1371,awesomebro9739,6 months ago,Rolex 
1372,ff_boy167,1 month ago,00:05 singam puli siruthai
1373,rajuk4776,4 months ago,They didn't showed Surya in trailer
1374,odiavlogersmita2808,6 months ago,Box-office
1375,MINNAL-YT,6 months ago,V I K R A M  x  KAITHI  x  LEO
1376,mfamilys398,2 months ago,19.10.2023 Leo
1377,ramkalyan2999,6 months ago,1:28 suriya  is shown
1378,smashbgmofficial,7 months ago,Watchers in 2023 
1379,sivakesavulu1717,3 weeks ago,Who in 2023 
1380,vishalsrivatsav6793,1 month ago,Om Sai Ram
1381,pavimsj9179,6 months ago,2023 la Vikram Trailer pakravanga Like panunga
1382,jagadeeshjaga4511,6 months ago,Leo - lion 
1383,derekonly5262,6 months ago,Anil's assemble️
1384,fitri8346,6 months ago (edited),Once Upon A Time There Lived A Ghost
1385,BossGamer-kh7dp,6 months ago,How many peoples watch this tralior after watching movie then like
1386,user-ty6qi5xz8v,1 month ago,Surya fans like here
1387,vijayvirat8528,7 months ago,Varisu trailer beat Vikram trailer
1388,cbrofficial9400,6 months ago,Anyone after Leo
1389,s.a.m_-0,6 months ago,Singam- leo  sambhadam irukk #lcu
1390,annesantiago471,6 months ago,"It's a beautufully constructed movie. But drugs use panninona than Vijaysethubathi powerful akurar and Athena pera adikkura power kidaikuthunu neenga portray pannina, ithu drugs ku neenga kudukkura vilambaram thane."
1391,AR...2313,6 months ago,Singam leo is coming
1392,abuzaransari9468,7 months ago,Jitne bhi universe bn rahe h unme sabse End Lokivers and Neel Universe
1393,dineshff5680,5 months ago,LEO.......
1394,callmered21,5 months ago,Nayagan meendum vandhachi 
1395,kanna9166,6 months ago,Singam +puli+ siruthai
1396,trollmediaaj8709,12 days ago,Any rolex fans
1397,rockvinod5524,5 months ago,Singo is  leo
1398,thekingediterofficialtech7649,6 months ago,2023 watching 
1399,bahtiyorgulmetov351,7 months ago,Всё летит люди авто ПОМОЕМУ ЭТО ИНДИЙСКИЙ КИНО 
1400,logeshwaran1576,6 months ago,Aamais kadharals
1401,suriyaannarasigan7399,7 months ago,Rolex fans thattu like
1402,ariff_vfx7234,7 months ago,After thunivu
1403,sparkplug4917,7 months ago,Watching trailer in2023
1404,karthikeyansekarmuthu1334,6 months ago,Oh athaan Singam veattayadapogutha.... !!
1405,SivaKumar-yj7zx,11 days ago,Anyone after jailer trailer.
1406,tgtcriminal8815,7 months ago,#VARISU
1407,Moneytrick636,6 months ago,2023 
1408,jeevaniteshkumar6174,6 months ago,After Leo? 
1409,sweetsekar2433,7 months ago,Ipo vj ya ak va adichutu irukanuga....Ana one day itha adichukurathuku varuvigada... ((LCU)
1410,tamilanmusic2920,8 months ago,Rolex fans one like
1411,shankar9553,6 months ago,Leo - Singam 
1412,cvignesh4511,7 months ago,Rolex sir missing
1413,raghuraman2070,6 months ago,Who's watched this trailer in 2023..put like this comment
1414,vishnumj4056,2 weeks ago,After jailer trailer
1415,arunvijay8601,6 months ago,1:28
1416,jprabahakaran6833,7 months ago,1:25
1417,ManojMaddyEdits,6 months ago,After LEO?
1418,rakesh.b6887,6 months ago,After leo 
1419,Expert_Tnk,7 months ago,Rolex sirrrrr
1420,superboy2416,13 days ago,Pls leo fans hear like button
1421,itsbgm9071,5 months ago,Daily attendance like here 
1422,rohith55,1 month ago,Lcu fans like
1423,tngamingchannel8415,5 months ago (edited),"Singam - vijay sethupathi
Puli - fahadh 
Sirutha ????? 
Yaaru nu  kaatavee illa"
1424,user-od3xk3mc2m,3 days ago,Lokesh Kanagaraj Status
1425,ARUNKUMAR-lf1pf,7 months ago,T H A L A P A T H Y  67
1426,semianwer2943,8 months ago,Malayalam+Tamil always
1427,AdithyanCm_,3 months ago,"1 Year

."
1428,user-qs9oy7xs1u,1 month ago (edited),"On INDUSTRY HIT 
Kamal : 14 INDUSTRY HIT !
Vijay : 7 INDUSTRY HIT ! 
Vijayakanth : 10 INDUSTRY HIT ! 
Ajithkumar : 4 INDUSTRY HIT! 

INDUSTRY HIT NAYAGAN KAMAL HASSAN!!!
Industry hit is very difficult to give hardwork"
1429,sriramvijay1962,6 months ago,"who all got recommendation after 8 months while scrolling youtube
click like"
1430,WhyNot-si5hk,6 months ago,Hey still 2023 ?
1431,Mr_KHARAL,12 days ago,"LCU 
Nepal Fans  2023"
1432,samuelmekaat7722,7 months ago (edited),"Hey if Rajinikanth wanted to Do a Movie Remake. of one of his he can do the Following listed.
1 Thalapathi 1991 is the Perfect Sequel perfect Film.
2.Billa 1980 and Khoon Ka Karz.

3.Polladhavan 1980
4.Dharma Durai 1991
5.Tyagi 1992
6.Thee 1981
7.Bloodstone 1988 or Naan Sigappu Manithan.
Bloodstone 
8.Garjanai Or Sahodrara  Saval
9.Annamalai or Sahodarara Savaal.
10.Kaali or Siva
11. Mappillai 1989 or
12. Baba
13. Arunachalam
14. Mannan
15. Veera or Viduthalai
These are one of the Options Lokesh Ksnagaraj can Choose to Remake."
1433,sifanmohammed7887,6 months ago,Rolex sir
1434,athipkhan9053,6 months ago,Padam paathuttu trailer paaka vanthavanga like podunga ...️
1435,bijuvj3655,7 months ago,2023 Is there anyone️
1436,ssgaming8062,1 month ago,In forest lion tiger leopard 0:08
1437,ryanjoshua3335,5 months ago,ULAGA NAYAGAN KAMAL HAASAN VIKRAM GOT STATE AWARD DID ULAGA NAYAGAN KAMAL HAASAN VIKRAM GOT CINEMA AWARD
1438,arunpandian7207,5 months ago,Trailer laiya Rolex aa katti rukanga laa 
1439,jasherahman3359,6 months ago,T67
