,Users,Date,Review_content
893,sankareditz2752,1 year ago,0:13 repeats the Classic ...Kamal Hassan Dance
894,maharabooshanamkrishnasamy1010,7 months ago,Vera leval
895,karaimaariedits,1 year ago,Anirudh Fans சார்பாக பாடல் வீடியோ வெற்றிபெற வாழ்த்துக்கள் 
896,ranithowshicranithowshic6971,8 days ago,My fav
897,rajumote3279,3 months ago,Super duper step anna
898,baburao7241,8 months ago,Veryverysuper
899,jkj526,9 months ago,"1:45 janaki voiceappa , fvrt "
900,suraraviteja9483,1 year ago,I’m from Hyderabad and a big fan of Kamal Sir.. This song is literally
901,varunac6021,4 months ago,
902,j0hnrambo654,1 year ago,"️️️️ ഹോ എത്ര തലമുറയെ എന്റർടൈൻമെന്റ് ചെയ്പ്പിച്ച മനുഷ്യൻ... എന്റെ വല്യച്ഛൻ മുതൽ ഞാൻ വരെ... ഇപ്പോൾ എന്റെ അനിയന്മാരും ... ഇനി നാളെ........ 
യൂണിവേഴ്സൽ സ്റ്റാർ  MS വിശ്വനാഥൻ മുതൽ ഇളയരാജ,റഹ്മാൻ,മൗലി,വിദ്യാജി ഹാരിസ് തുടങ്ങി ഇപ്പോൾ അനിരുദിന്റെ കാലം വരെ...ബാലചന്ദർ, iv ശശി, ബാലുമഹേന്ദ്ര മുതൽ മണിരത്നം, ശങ്കർ, രവികുമാർ, സുന്ദർc, ഗൗതം മേനോൻ അങ്ങനെ ലോകേഷ് വരെ..... ️️ഇതൊക്കെയല്ലേ റിയൽ ഹീറോയിസം.... ️ആരാടാ പറഞ്ഞത് പുള്ളി ഫീൽഡ് ഔട്ട്‌ ആയെന്ന്? 
& the another one is Rajini"
903,danishff7103,9 months ago,La La La️️️️
904,kripaspeechtherapycenterkr4662,11 months ago,
905,krishmohan6353,1 year ago,"The GRACE and ELEGANCE in Kamal Haasan's Dance can't be matched by any other artists in this World.

The Evergreen King of Dance ️"
906,maldays2660,5 months ago,
907,masterpease6917,2 months ago, Vikram
908,luthercharles3025,2 months ago,Kamal is Klassss
909,joyfamilytamil,1 year ago,"Im also a 2k kid . .
Im a huge fan of THE LEGEND who's name is KAMAL HASAN watched vikram movie more than 2times in theatre....this is my first kamal sir movie which i have seen in theatre ...awesome experience.. Movie filled with..whistiling moments ."
910,thilagaahkrishnan3054,4 months ago,
911,arunprasath5874,10 months ago,"Aandavare...ne yeththi paadu
Itho paareh "
912,suthikrishmusic,1 year ago (edited),உலகநாயகன் எனது 2 வயது மகன் மனதையும் கொள்ளை கொண்ட உலக நாயகன் இந்த படத்தில் வரும் அனைத்து பாடல்களை என் மகன் விரும்பி பார்ப்பான் அதில் இதுவும் ஒரு பாடல் 
913,bijilmpmp6549,4 days ago,"“Kaavaala” Song Fans, come here and watch this acting king kamal. "
914,vij2210,7 months ago,Masssss
915,venkatraja9879,1 year ago,"எனக்கு இதுவரை அனிருத் இசை அமைத்த எந்த பாடலும் 
மனதை தொட்டதே இல்லை 
ஆனால் இந்த பாடல் நான் இருக்கும் ஆப்ரிக்காவிலும் ரெம்ப பேமஸ் 
நன்றி அனிருத் 
இதான் சேருபவன் கூட சேர்ந்தால் தான் மதிப்பும் மரியாதையும் 
இருப்பினும் ஏனோ தெரியவில்லை இந்த பாடல் எத்தனை முறை கேட்டாலும் பத்தல பத்தல 
68 வயதிலும் அசத்தலாம்னு கமல் சாரை பார்த்து தெரிந்து கொள்ளலாம்"
916,akcreations954,1 month ago,Cinematographer  ഗിരീഷ് ഗംഗദരൻ
917,Rocky-mx6ph,2 months ago, love you musical
918,sarathkumarB10,1 year ago,"his expression says it all 
VIKRAM️"
919,rajathmh6249,10 months ago,Anirudh Ravichandar
920,arjunprema888,11 months ago,
921,lokiodinson1963,1 year ago,When I go for the first time for this movie i had a doubt about kamal sir at his age how can he do it in this movie. but this song changed all my expectations. The energy of this man in this song 
922,karnsk.9,5 months ago,कमल सर लव यू सर 
923,vaidegiv6148,6 months ago,
924,sssmartprinting5603,3 months ago,
925,smart_shinchan786,9 months ago,andrum indrum endrum vera lvl
926,twinthoughtless3.050,11 months ago,
927,manojsrisathya4717,8 months ago,Op song
928,RoadsideRomeos,1 year ago,thalaivaaa massssss!
929,jetender8352,3 months ago,#happy dance day 
930,wakadilkhan6399,10 months ago,Kamal Hassan best actor
931,vijays2909,11 months ago,Nice
932,music2407,7 months ago,WoW
933,murugann.s3696,1 year ago,1:08 this scene was theatre celebration 
934,praneshkanna81,11 months ago,Song ever
935,balkeesshran4819,8 months ago (edited),"1:04
மூக்குறுஞ்சும் team
மரணா கலாய்
awesome lirics"
936,peacefulsoul553,1 year ago,""""" Ondriyathin thappale onniyum illa illapale
Saavi ippo thirudan kaiyila thilla langadi thillale""""
I don't understand why they removed that part of this song... Really didn't expect this from AANDAVAR and Team"
937,mariyasasikala825,11 months ago,
938,pankajtalukdar7202,10 months ago,Aniruddh ravichandran 
939,srinivasuv3548,1 year ago,"Only one minus in this song is No full version or video,but still l feel happy because I saw Andavar "
940,devi7804,8 months ago,Vikram 3 is waiting
941,Jaguar-hd9ei,1 year ago,"No Makeup, no overacting... Nothing.  Voice, Dance and can't type everything. Universal hero"
942,akleenasgaming4950,7 months ago,
943,riyaskhanpodi-1506,3 months ago,Sir kamal 
944,ApzMediaZ,1 year ago,"️from Kerala
Malayalee's ഇവിടെ കമോൺ️"
945,kennedysalem3336,11 months ago,Full song please
946,aswinsree103,1 month ago,LEO️‍
947,vadivelts4317,1 year ago,What a Energy #Andavar 
948,angaanavideoanupirikavarun5391,10 months ago,super song this best song Is My and Bruthers
949,shankars4721,11 months ago,"Came once again after watched 
Oru kutty payan from Kerala.
Sema sema"
950,meharunnizach6339,1 year ago,"Dilsha and Bigg Boss Malayalam made this song unforgettable for us Mallus...
Now watching the original, we can understand why Kamal sir enjoyed their performance so much...️"
951,tj26onthego,5 months ago,Girish Gangadharan cinematography   ️ great work
952,sanjanasaumini6022,5 months ago,Pathala pathala fans from ginigathena
953,lokeshmuthukumaran7821,1 year ago,0:09 Believe me his age 67
954,shameermelethil5159,9 months ago,Kamalhassn 
955,user-op2tt3wd6g,1 month ago,
956,yusssufjr,1 year ago,2:16 Bass busted
957,2gspectrumcorruptiondmksta734,7 months ago,Pathala pathala  
958,chandramoulir1931,10 months ago,Good
959,gopikrishnans9450,10 months ago,This song should have been atleast 4-5 mins in length.
960,akileshs7264,5 months ago,He was 67 yrs old while shooting this can u believe it? He is going to reach 70in 2yrs but still he is bouncing up and down like a young 25yrs old
961,manjuprakash738,1 year ago,Interesting fact:He was operated before the song shoot and he still does his best GOD BLESS YOU KAMAL SIR 
962,veralevelboyspbt8328,7 months ago,Sandy master super step dance i love you sandy master my favorite hero sandy master
963,jyothiradithyakini4286,8 months ago,Love from namma Bengaluru
964,marufallsaif6524,8 months ago,Rock Anirudh
965,vineeshp6,1 year ago (edited),67 Years. Look at his Flexibility. Andavare 
966,arumugamk6616,7 months ago,Andavar swag....
967,nxtfarseenff8575,10 months ago,Kamal hasan power
968,manomass4130,1 year ago (edited),Rolex அண்ணா ரசிகன் சார்பாக பாடல் மாபெரும் வெற்றியடைய வாழ்த்துக்கள்    Sri Lanka friends like me 🇱🇰🇱🇰🇱🇰
969,abinashpattnaik4883,10 months ago,I NDIA'S NO ONE HERO ONLY ONE KAMAL HASAN WHO CAN DO EVERY CHARACTER.
970,viswam446,7 months ago,కమల్ హాసన్..
971,sathishsrnbaby772,7 months ago,Thalapathy rasigan but Kamal sir world super star
972,rajeshmalik9546,10 months ago,Ulaganayakan Kamal Hassan Sir Annayya Garu
973,maritach1597,1 year ago,கமல் சார் டான்ஸ் & பாடல் வேற லெவல்...
974,prasantha6601,6 months ago (edited),கமல்ஹாசன் in Indian 2 படம் shooting வெற்றி பெற வாழ்த்துக்கள்
975,kumarjb28single65,11 months ago,Super sir
976,FOOTNTALKS,1 year ago,Aandavar️️
977,user-cv5ni2sf6z,4 months ago,
978,sevugamoorthi1315,10 months ago,50M Views wait Panravuga Like pannuga 
979,ManiKandan-vs8pk,1 year ago,Paththala paththala song ️ lyrics super video song ️️️
980,weelchips8007,9 months ago,Happy Birthday to sir
981,mithravarsu1751,7 months ago,
982,manikandans5193,6 months ago,Kamal sir pandrathalam  vera leval
983,sportsforyou1691,10 months ago,kamal haasan is a top g
984,guhanraj.d9482,1 year ago,0:16 vera mari
985,annadurait9856,8 months ago,Sᴜᴘᴇʀ
986,sanjayeasycutz7195,2 months ago,Aandavar Rockin Form
987,poongavanam5679,1 year ago,"I am waiting for full version song

Pathala pathala....."
988,sasikalapai2318,4 months ago,
989,gopigkgas7413,10 days ago,
990,venke6441,1 year ago,1:11 Andavar Aattam Mass Andavare
991,mayurkhandagale6857,11 months ago,choreography best
992,arunnairkpvattappara2421,10 months ago,
993,kishorkishor6745,1 year ago,Super song 
994,prahnaviponnusamy2555,6 months ago,"My father was a die hard fan of kamal but never realized until i grow up amd watched all his movie really a great one..

In simple words appo purila ippo purithu"
995,TNcraftcooking,2 months ago,
996,tamizh_j,1 year ago,0:36 Aandavar Swag
997,apsarakamali2003,10 months ago,Aandavar....
998,sidcosathya,11 months ago,Only Kamal ! real hero to Tamilnadu
999,Zaheerkhan-hx4mn,3 months ago,Bro love you 
1000,mithunnarasimha7323,9 months ago,NIce
1001,MokkaCommentry,1 year ago,Aandavare 
1002,emmanuel7862,4 months ago,Kamal hasan garu i love u అండి 
1003,gamingjithu9029,11 months ago,Nic
1004,2gspectrumcorruptiondmksta734,7 months ago,வீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்ததுவீட்டில் சமைக்கும் உணவு சிறந்தது
1005,chinmoymondal2353,5 months ago,Kamal hasan 
1006,newhindipartymix2552,1 year ago,Omg I love this song so be like everyone
1007,user-ws5mn8lf2d,4 months ago,Pathala Pathala VIKRAM
1008,sujithagunasekaran6592,6 months ago,️️️️️️️
1009,Mohd_Razin,1 year ago,ഇതിന്റെ വിഡിയോ സോങിന് വേണ്ടി കൊറേ കാത്തിരുന്ന്  അനിരുദ്ധ് And കമൽ... 
1010,n.s.kirankumarkumar9290,9 months ago,Chiranjeevi: I'm The Great Dancer.                     AANDAVAR: May I Come In
1011,Anu-aarur,11 months ago (edited),That guy at 1:08 right side to kamal so attractive
1012,arshadakberofficial8657,1 year ago,Super Song Pathala Pathala 
1013,zackalex6828,10 months ago,I wonder why they cut this scene in the movie? Looks good though
1014,madhavanmadhavan8770,6 months ago,Who is here after LEO PROMO.. 
1015,aksha644,9 months ago,Alwarpeta andava back to form
1016,abhishekjadhavar8534,9 months ago,Also fan of song from pune
1017,sundaralakshmiparthiban691,2 months ago,Kamal hassan is mass in this pathala pathala song
1018,muthubala1700,6 months ago (edited),Sandy Anna mass na nee️
1019,guruprasanna755,1 year ago,"ஆண்டவரோட வெறித்தனமான ஆட்டத்தை பாக்க யார்லாம் வெயிட்டிங்

ஆண்டவர் ஆட்டம் ஆரம்பம் "
1020,monusmeenus6541,11 months ago,Kamal hasan uyir fans 
1021,annadurait9856,8 months ago,Vᴇʀʏ sᴜᴘᴇʀ
1022,MurugeshVijay,2 weeks ago,ᴍy ꜰᴀᴠ ꜱᴏɴɢ உலக நாயகன்ᴋᴀᴍᴀʟ ʜᴀᴀꜱᴀɴꜱɪʀ
1023,vipindule4446,4 months ago,Big fan of Raja
1024,sunilkumarpadanur4227,1 year ago,Nice song
1025,ashoktulsiram1479,1 month ago,Boss is back
1026,abirami7148,5 months ago,My daughter fav song she is 11 months old
1027,vp1552,1 year ago,"️உலகநாயகன் கமல்ஹாசன்
  Pathala pathala.... 
  Full video song.... "
1028,dhanaseenuvasan,2 months ago,In 1:45 one of dancer hold Marshal speaker 
1029,sivaliniredrose,10 months ago,Luv u Hasan 
1030,imgroot1327,1 year ago (edited),2:34 The Undertaker
1031,sahaba99,11 months ago,good
1032,amarans7613,9 months ago,En son kku romba pisicha song
1033,mysterytamil8857,1 year ago,உலகநாயகன் 
1034,abdulsujahsujah8753,9 months ago,Adipoli
1035,32nivedtalla16,8 months ago,️‍️‍️‍
1036,d.k.yogeshwaran1923,1 year ago,"(Those Missing Master Piece Lines)
Bass!

Gajjanale kasille
Kallalaiyum kasille
Kaichal joram neraiya warudhu

Thillalangadi thillale
Ondriyathin thapaalae
Onniyum illa ippaale
Saavi ipo thirudan kaila

Thillalangadi thillale
Eri kolam nadiya kuda
Plotu pottu vithaka
Naari poodum ooru janam

Chinna mazha vandhaka
Oyyarama taluka
Odhungi pora kannala
Erangi wandhu vela paaru
Nadu maarum thannala

Kulla naari mamu
Kedupadh ivan game
Kulam irundhum valaithalathila
Jaadhi pesum memeu

Oosi podu mame
Veengikichu bum
Balaa balle bala balle
Balaa balle bombu"
1037,kiranshinde4433,5 months ago,Kamal sir sach main kamal kr diya aap ne bollywood main ajao aap
1038,azmihussain5809,11 months ago,The dancing is very funny 
1039,ARavi-zc5qj,1 year ago,Pathala pathala fans from Tamil Nadu
1040,Movietrolls200,10 months ago (edited),"I know this song making and background, Chennai train Integral Coach Factory area.this Factory visited by me,on IV 2019️"
1041,rolexshuvojoshi,6 months ago,Olu olu is greatur in kali man die
1042,GAMINGJR231,1 year ago,Kamalahasaan ️
1043,sbmovies400,11 months ago,Kamal hassan fan form odisha
1044,josephthaliath6298,11 months ago,இன்றும் இளமையாக
1045,sridharCPS,1 year ago,Very nice song
1046,hamzagayaskhan6279,11 months ago,Legend kamaL
1047,saigangarapu9043,10 months ago,From Telangana 
1048,azmihussain5809,11 months ago,Like the dancing
1049,jothimalliga1758,11 months ago,My 3 month baby vaccine painkiller she  lot tq Kamal sir
1050,d.dheeraj196,1 year ago (edited),1:34 cool move
1051,sportzzlover219,1 month ago,Who is after na ready
1052,saishetty6853,5 months ago,Style iruku
1053,EntertainmentAz,1 year ago (edited),ஆண்டவருக்கு  இது ஓரு சரித்திர படம் like hit are @kamal sir Fans
1054,satishkumargsatishkumarg8054,3 months ago,🇮🇳️
1055,shalvivijayanshalvivijan5998,10 months ago,ഉലകനായകൻ ഫാൻസ്‌ അടി ലൈക്‌
1056,mtbass1704,1 year ago,
1057,sameerhzee4593,9 months ago,Love From SL 🇱🇰🫰
1058,sandipbalaji5588,11 months ago,"This shooting location is in Tondiarpet marshalling yard ,just before basin bridge station!! I noticed the old uprooted coaches!! Hence confirmed!!!"
1059,ChristopherNolan0,1 year ago,2:27 Ufff ️
1060,minha09876,9 months ago,Pathala pathala fans
1061,adithyagopi4194,5 months ago,King
1062,praveennr5977,1 year ago,1:39 JANAKI IS DANCING WITH SURIYA'S MARSHALL RADIO 
1063,methodmanhardy9524,8 months ago,Love from Punjab
1064,sagayarajan9673,2 months ago,SOUND ELECTRIC GUITAR POWERFUL BY KEBA BRO
1065,Its_me_Rudin,1 year ago,1:55 Theri 
1066,watchnow7348,9 months ago,Kamal sir super  i am 90 kidits
1067,AnkurBhuyan-yx9eg,2 months ago,Love yoh man 
1068,Rahul..raj..,1 year ago (edited),"1:13 behind them  sandanam sarakk
Love from kerala lokesh bro️"
1069,chaanchaan6851,2 months ago,கமல் டேன்ஸ் சூப்பர்
1070,Johnson-tp9rg,2 months ago,Dangerous wait for few hours dont worry be happy
1071,SameerShaikh-xc6gt,1 year ago,Pathala pathala fan from GUJARAT 
1072,sambhucs7797,7 months ago,67 veritharam 
1073,lovelysatish1212,10 months ago,Swag
1074,praveennr5977,1 year ago,"MY FAVOURITE LINES IN THIS SONG :
DEI..
PATTI TINKERING SEIYAADHA...
KETTA POMBALAIYA NAMBI....
YEMAANDHU PUDAADHA...!
DHAARAANDHU PUDAADHA....!
IDHA NAKKINU KUDRA DEI....!
ADHA THOTTUNU THUNDRA DEI...!
NEE ETHINI KUDCHAALUM...
INGA PATTINI KOODATHEY....!"
1075,jothimanikandasamy1817,2 months ago,Super paatu
1076,RajapriyankaovinRPO-pp7eo,4 months ago,My son age 1 year. He like this song
1077,shihabmajeed7481,1 year ago,Mallusssss Elle 
1078,sujanlama9784,6 months ago,I think better than hindi dubbed..
1079,vaidegiv6148,6 months ago,","
1080,JanarthananJkn,1 year ago,0:52 Ivan Uthalakadi Johnu Ithu Mudichamiki Premu..... Lines.... 
1081,maheswaran.k1829,9 months ago,Who came here after VARISU first single ...
1082,malaganesh2258,3 months ago,Vikram fans
1083,maheshmindvoice,1 year ago,Ethula full video song ellaiye... Enaku varutham pa 
1084,achur4u,10 months ago,Age is just a number
1085,SakthiSakthi-ls2kl,11 months ago,
1086,rameesakd6556,1 year ago,2:10
1087,malleshjanagama1122,3 months ago,Who are here after listening this song on reels 
1088,arjunpm4987,9 months ago,Any one from kerala fan's
1089,VyshnavTrOlls,1 year ago,ഈ പാട്ടൊക്കെ മലയാളത്തിൽ ഇറക്കി വെറുപ്പിക്കാതിരുന്നാൽ മതിയായിരുന്നു 
1090,priyaveerapandi7202,10 months ago,My son favourite song
1091,enushyasulo830,9 months ago,"Semma music and dance.
Evlo than keddalum thirumbi thirumbi kekka thonuthu pa. Solla varthaiye illa pa. Adi thull"
1092,azadn2300,1 year ago,1:46 Marshall
1093,bombviju-bb7lv,4 months ago,Seen
1094,AmitK9771,5 months ago,Kamal amazing hassan
1095,gopigd4693,1 year ago,Pathala pathala....2:48 pathala......
1096,vikrambhotik381,10 months ago,Vikram sab movie ka baap he
1097,kingpromalayalam,2 months ago,1:40 rolex entry scene music box
1098,allahisgreat4171,1 year ago,some lyrics is missing after this  1:54
1099,motovloggamingttf1651,11 months ago,Unga song 1year baby romba pudichirukku
1100,zarasara8677,8 months ago (edited),ബിഗ്‌ബോസ് ഡാൻസ് ഓർമ വന്നോ ആർക്കേലും dilsha and Robin
1101,techlover4866,1 year ago,0:01 welcome to new beta timed comments feature
1102,saranyam3642,8 months ago,Nice
1103,susankarborah7756,8 months ago,Fb and time in the same 
1104,jaikumarsj4713,1 year ago (edited),2:22  வாமா ஜானகி கூவு 
1105,nazarkamal8831,2 months ago,Still watching kamal grace
1106,NorthMadrasMalathiSamayal,10 months ago,Kamal
1107,lalithavenu6248,8 months ago,vikram song
1108,tamilmozhiyin_kadhalan,9 months ago,Anirudh     
1109,inhaledfarts4221,11 months ago,Can’t get this fucking song out of my head! What have you done to me Bollywood!
1110,surendrand8164,7 months ago,Aniruth bro enanaiya super
1111,vmanikandan2492,3 months ago,"Nandringa, Vakkalathu Vakkil Kamal"
1112,LBL90,9 months ago,
1113,chirumaninarsingarao5013,7 months ago,When Kamal sir not comes movie s i die promise
1114,omayersagor6926,11 months ago,From bd🇧🇩️
1115,priyadharshinikumar7654,10 months ago,Ahhhhhh!!!!!!!!!
1116,muppidathimurugan6660,8 months ago,waiting ......indian 2......
1117,LLRPRINCE,10 months ago,how many of you waiting for 1:08 likee
1118,91113160,3 weeks ago,Woooooo
1119,veeralakshmit689,4 months ago,
1120,Fast_and_furious494,11 months ago,"Tondiyarpettai,Chennai,Tamilnadu this song shooting spot"
1121,revathisuguna1303,2 months ago,This.song.decated.my.son
1122,susmindassusu134,2 months ago,Thrissur രാഗം  
1123,pandiyarajan2108,9 months ago,Gethu தல
1124,anivina9267,11 months ago,கமலுக்கு நிகர் யாருமில்லை.....
1125,tamilrsvgaming,10 months ago,Vikram
1126,ramkumarps185,6 months ago (edited),https://youtu.be/59AejwbI41s aandavare! 26 to 66 aandavar style routhiram kalandhadhu ! Huge respect and goosebumps watching either of these after other! /|\
1127,paperid248...2,7 months ago,2023 pathala pathala song yarellam kekringa ....️️
1128,ThiruThiruPathi-jy5kb,1 month ago,Kaavaalaa song pathutu Aandavar Song paakka vanthavanga yaaravathu irukingala
1129,mersalkarthick6278,1 month ago,Janakai voice paa
1130,dhinagaran6550,11 months ago,Sandy ️
1131,RANGISHpermal9664,11 months ago,Pathala pathala fans from rangish
1132,KiranKumar-ou2fe,10 months ago,1.08 aandavar theri starts
1133,RajaSekar-qq7uc,2 months ago,Noce
1134,ramkumarr1725,4 weeks ago (edited),Ketta Pombala Nalla pombala illa. Yella pombalaigalin nallathuku. Women empowerment. Avangaluku yenna thevaiyo athu seiyarthu nalam. Yenga mama verum pengaluku uthivinaru. Namma yelarkum othavanum. Mams java kathukula. Recommend kamal to learn java. Athu pothum. Computer munnadi senja unmai.
1135,vikkysingh8344,10 months ago,Bawaal hai bhai ye song toh liked it..
1136,iramkumar78,18 hours ago,Ponnunga aadiuthu intha pattuku. 
1137,gangagowri5105,7 months ago (edited),My daughter frvt song age 1 year3month avaluku endha song ketale podhum
1138,beatboxtamizhachi9431,11 months ago,Aandavarea........
1139,Criminal_vk,9 months ago,Best pan India movie
1140,arjunprema888,11 months ago,Arjun
1141,everymansguesthome3513,6 months ago,finally
1142,Iordytgc09,11 months ago, Kerala
1143,rajeshmalik9546,10 months ago,
1144,str2000,10 months ago,
1145,r.dinesh7308,3 months ago,Sandy master
1146,sreeragr3355,8 months ago,Pathala pathala>>>>>>>>>>chilla chilla
1147,shonobdevnath2028,5 months ago,️
1148,rukminich3523,8 months ago,
1149,unknown67910,8 months ago,brilliant but I can hear English people speaking
1150,v.sathishsathish1861,2 months ago,
1151,arthiarthi8049,10 months ago,Vikram
1152,JeyaShanthi-ft5vf,9 months ago,Indha Song La Yarachum MuthuRaj a Notice Pannengala Andha Last Dance Step la
1153,Country-Loop,11 months ago,Nice...... Egg
1154,supercopp6917,5 months ago,పెద్దాయన ఏం డ్యాన్స్ చేస్తున్నాడు బ్రదర్?
1155,Vin-nk3ee,5 months ago,Kamal hassan
1156,90s_buddy59,4 months ago,How many guys noted..Marshal speaker... .ROLEX...team guy happened
1157,akshayca4791,9 months ago (edited),"""Ayyyoo janaki voice paa""..."
1158,gayathri5794,11 months ago,My son additi 
1159,ravitheja012345,10 months ago (edited),Pathala Pathala fans tirupati.
1160,sivahema5301,9 months ago,Hi super Kamal Uncle
1161,karthickselvaraj736,2 months ago,"enna elavo therla, intha paattu oru maari hmm pannikitte irukken .
Athulayum antha opening la Kamal Sir solra ""NICE"" "
1162,lolguyhandsome4954,9 months ago,"Boleto, Mardon waali Baat.. kya biru ? "
1163,ramkumarr1725,5 months ago (edited),"Nandri Andavare. Sollilkuduthinga. Prachanai Mudinjuthu. Vikraman, Azeem, Shivin selected and in charge of respective sections in society. Naan ippo historical fiction. Neenga kavukla. Thanks. Cholas.."
1164,pranavs8283,1 month ago,Anyone after naa ready ?
1165,malathig8989,9 months ago,Kamal  Haasan
1166,nalisanaht3880,9 months ago,repeat mode..
1167,thankaraju8951,1 month ago,After naa ready- aaa
1168,gokul9629,11 months ago,Some lines are missing 
1169,ifallpossible1178,11 months ago,Pathala pathala time pathala
1170,foodvloggingtelugu3821,10 months ago,మాములుగా లేదు గా 
1171,artiscool8585,11 months ago,Mmm super
1172,hashiramasenju6114,11 months ago,Sylvester Stallone Is American Kamal Hassan
1173,sachinnikam5077,8 months ago,Upload Hindi full song
1174,aadiseshankjigy3639,11 months ago,Anyone from india? ️
1175,svbabu9607,5 months ago,Ani music remove language constraints
1176,cubetube1814,5 months ago,Missing onriyam
1177,sairaguram3841,11 months ago,Jailer industry hit
1178,mahalaksmi6486,6 months ago,Rajini sir kandipa kamal sir I parati irupar.
1179,maryreesa3317,20 hours ago (edited),Came here after knowing that sandy masters was a choreography for this song...va ma janaki koovu
1180,ezhilv.arasan3958,4 days ago (edited),Ommala en andavar da.true fan da
1181,muppidathimurugan6660,8 months ago,important........Enna poruthu alavella.......karnannum nan than ......Vikram um nan than ..... pothuvannavan sonnen...... pothuvaga sonnen............
1182,vjvicky1905,9 months ago,Lokesh sir please intha song orginal video send pannunga sir
1183,abbass.a6748,10 months ago,Athu sarakkadikku somu antha line suparla
1184,sathyavani1926,3 months ago,BroThee thalapathy song bro
1185,aibelgaming,11 months ago,️️️
1186,selvarajraj8421,10 months ago,RRR song
1187,iramkumar78,18 hours ago,1:23 hook step
1188,jafarkhan4871,4 months ago,NOSE KAMAL SAR 
1189,cow693,1 month ago,1:25 leo song reference
1190,YunusKhan-xl6fx,7 months ago,I'm vatin Vikram part3
1191,leninpaintingworks5630,10 months ago,2:30 dance super funny dance 
1192,tellamekalasrinivasarao7433,9 months ago,Marshall speaker...
1193,sujithagunasekaran6592,6 months ago,Omg
1194,soleswarim8185,9 months ago,
1195,dreamworld...7520,2 months ago,LCU-Adipoli song orupade tavena ketta oru tamil variety.
1196,amudhas4124,2 months ago,
1197,ARAKKL__KILLER_FLASH,10 months ago,1:47 vere mari
1198,tamildeck6043,10 months ago,Yarukelam intha song mattum ad illama varuthu
1199,arunkumarg9896,12 days ago (edited),I love you Aditi 
1200,seekersudarshan2078,4 months ago,Kamal sir mari varuma
1201,kayalvizhi8005,11 months ago,Janaki
1202,h-a--i-s-a-d-u4311,10 months ago,50 50 வாங்கின அடி
1203,prasath1188,6 months ago,Innum vibe korayala aandavar ryy
1204,aathankaraiyanaasureshk45795,3 months ago,மரியாதை வார்த்தைகளில் பேசுங்கள்.அடிரரா சொல்லுதங்க.மவனா என்ன அர்த்தம் சொல்ல வேண்டும் 
1205,arul4486,9 months ago,Super super pattu rampa nalairuka
1206,sandeepkori5528,10 months ago (edited),Sarukh.salman.amir.khan...                       sabka baap. Kamal hasan
1207,arumugams5425,9 months ago,Andavar fans from tuticorin
1208,pachaiyappan9185,10 months ago,Sila line’s cut pannitinga …..bayanthutingala 
1209,DurgeshRamMukileshRamUKG,9 months ago,Pathala pathala likeum pathala
1210,talalgaming2576,9 months ago,01:17 so funny Did you notice an old man dancing down on the right hand side?
1211,HERO-kf4sc,5 months ago,Yarulam After Leo here ️
1212,dhanaramdhanaram5137,7 months ago,Patala patala fan in dindigul
1213,desaiherry,3 months ago,"Kon bol raha hai ki umar hone ke baad koi kuchh nahi kar sakta??? 
Name batao sirf "
1214,harinave,2 months ago,
1215,shivuduchikkulu1851,3 months ago,"Only ultra pro Max legends will find out the Rolex Marshall bt speaker.
Time =      1:46"
1216,vsperumal5337,3 months ago,68வயசு வரைக்கும் at least நான் வாழ்வேனா... Please யாராவது எனக்கு ஆசீர்வாதம் பன்னுங்க 
1217,malathykarunakaran4051,11 months ago,Super
1218,pavungandhiarthi3689,11 months ago,Bass pathala pathala
1219,rp.muthukumar354,2 months ago,How many after Leo alter ego Naa ready
1220,MR.GLDGOLDEN,2 weeks ago,
1221,azaanshowkat30,2 months ago,Who notices that oldman  in background
1222,binoyma8347,4 months ago,ഞങ്ങടെ ഡാൻസിന്റെ പാട്ടാണത്
1223,kalakalakalakalak,1 month ago,Who is here after watching #kavalaa #jailer ?
1224,bramhamreddy3612,6 months ago,Welcome to kadapa sir
1225,shanmugathaisukumar6963,10 months ago,Ani music
1226,Anand-cw3qz,4 months ago,Mashtha
1227,DEVIL_GOBI_07,11 months ago,ANDAVAR
1228,chandvarilh1275,10 months ago,Audi A3 s line Boîte de réception
1229,ismailvloger9315,6 months ago,2023
1230,bakiyalakshmi1396,9 months ago,Remaining lyrics???
1231,subramanisubramanian8350,10 months ago,pathala pathala
1232,justalildream,7 months ago,பாட்டு பத்திகிச்சு!!!
1233,devadevadevadeva9994,6 months ago,Andavar in thalapathi 67?
1234,anjumoloj2543,9 months ago,Addict
1235,Achuzz630,10 months ago,Hi
1236,JohnJohn-yb9gb,11 months ago,Hi
1237,vybhavkarthik4634,3 months ago,"Pathala pathala = like
Chilla chilla = comment"
1238,GloamingGalaxy,4 months ago,"1:25 Back side, Loading man 4 th bag ️stopped, Zoom"
1239,NorthMadrasMalathiSamayal,9 months ago,Haansan   airdh 
